TRIMESTRE;CLAVE;NOMBRE;CALLE;NUMERO;POBLACION;CODPOS;PROVINCIA;AMBITO;URL
31/12/2022;M0140;MUTUA LEVANTE, MUTUA DE SEGUROS;ROGER DE LLURIA;8;ALCOY;3801;3;N;WWW.MUTUALEVANTE.COM
31/12/2022;M0167;MUTUA SEGORBINA DE SEGUROS A PRIMA FIJA;PLAZA GENERAL GIMENEZ SALAS;2;SEGORBE;12400;12;N;WWW.MUTUASEGORBINA.COM
31/12/2022;M0177;PAKEA MUTUALIDAD DE SEGUROS (A PRIMA FIJA) EN LIQUIDACION;CAMINO;1;DONOSTIA - SAN SEBASTIAN;20004;20;N;WWW.PAKEA.ES/UPLOAD
31/12/2022;M0189;SOCIEDAD DE SEGUROS MUTUOS CONTRA INCENDIOS DE EDIFICIOS DE VALENCIA, MUTUA FIJA;PLAZA MANISES;2;VALENCIA;46003;46;P;NO EXISTE
31/12/2022;M0191;SOLISS MUTUA DE SEGUROS;CUESTA DEL AGUILA;5;TOLEDO;45001;45;N;HTTPS://WWW.SOLISS.ES
31/12/2022;M0199;MUTUA DE PROPIETARIOS SEGUROS Y REASEGUROS A PRIMA FIJA;LONDRES;29;BARCELONA;8029;8;N;HTTPS://WWW.MUTUADEPROPIETARIOS.ES
31/12/2022;M0212;SOCIEDAD DE SEGUROS MUTUOS MARITIMOS DE VIGO;DARSENA PUERTO PESQUERO BERBES;SN;VIGO;36202;36;N;WWW.MUTUADEVIGO.ES
31/12/2022;M0216;MUTUA TINERFEÑA, MUTUA DE SEGUROS Y REASEGUROS A PRIMA FIJA;PUERTA CANSECO;33;SANTA CRUZ DE TENERIFE;38003;38;L;WWW.MUTUATFE.COM
31/12/2022;M0327;MUTUA DE SEGUROS Y REASEGUROS DE LA PANADERIA DE VALENCIA;GUILLEM DE CASTRO;46;VALENCIA;46001;46;N;WWW.MUSEPAN.COM
31/12/2022;M0328;A.M.A. AGRUPACION MUTUAL ASEGURADORA;VIA DE LOS POBLADOS;3;MADRID;28033;28;N;WWW.AMASEGUROS.COM
31/12/2022;M0345;MUTUASPORT, MUTUA DE SEGUROS DEPORTIVOS;AVDA. REINA VICTORIA;72;MADRID;28003;28;N;HTTPS://WWW.MUTUASPORT.COM/
31/12/2022;M0363;UMAS, UNION MUTUA ASISTENCIAL DE SEGUROS A PRIMA FIJA;SANTA ENGRACIA;10-12;MADRID;28010;28;N;HTTPS://WWW.UMAS.ES
31/12/2022;M0368;MUSAAT, MUTUA DE SEGUROS A PRIMA FIJA;JAZMIN;66;MADRID;28033;28;N;WWW.MUSAAT.ES
31/12/2022;M0369;ASEMAS MUTUA DE SEGUROS Y REASEGUROS A PRIMA FIJA;GRAN VIA;2;BILBAO;48001;48;N;WWW.ASEMAS.ES
31/12/2022;M0371;MUTUA DE RIESGO MARITIMO, SOCIEDAD DE SEGUROS A PRIMA FIJA;ORENSE;58;MADRID;28020;28;N;HTTP://WWW.MURIMAR.COM
31/12/2022;M0374;MUTUA DE ALAVA SEGUROS DE EDIFICIOS A PRIMA FIJA;VICENTE GOICOECHEA;1-1-3;VITORIA-GASTEIZ;1008;1;P;WWW.MUTUADEALAVA.ES
31/12/2022;M0377;PREVISION SANITARIA NACIONAL, PSN, MUTUA SEGUROS Y REASE A PRIMA FIJA;PREVISION SANITARIA NACIONAL, ;26;MADRID;28004;28;N;HTTPS://GRUPO.PSN.ES
31/12/2022;M0378;SVRNE MUTUA DE SEGUROS Y REASEGUROS A PRIMA FIJA;C/ CARDENAL GARDOQUI;1;BILBAO;48008;48;N;WWW.SURNE.ES
31/12/2022;M0379;MGC INSURANCE, MUTUA DE SEGUROS Y REASEGUROS A PRIMA FIJA;TUSET;5-11;BARCELONA;8006;8;N;WWW.MGC.ES
31/12/2022;M0380;NUEVA MUTUA SANITARIA DEL SERVICIO MEDICO, MUTUA A PRIMA FIJA;VILLANUEVA ;14;MADRID;28001;28;N;HTTPS://WWW.NUEVAMUTUASANITARIA.ES
31/12/2022;M0381;DIVINA PASTORA SEGUROS, MUTUA DE SEGUROS;CALLE XATIVA;23;VALENCIA;46002;46;N;WWW.DIVINAPASTORA.COM
31/12/2022;P0046;MONTEPIO DE ARTILLERIA, MUTUALIDAD DE PREVISION SOCIAL;SANTISIMA TRINIDAD;30;MADRID;28010;28;N;HTTP://WWW.MONTEPIODEARTILLERIA.COM/INFORMES-ISFS/
31/12/2022;P0085;ASOCIACION BENEFICA EMPLEADOS BANCO ESPAÑA;ALCALA;48;MADRID;28014;28;N;WWW.MUTUAABEBE.ES
31/12/2022;P0155;SOCIEDAD FILANTROPICA DEL COMERCIO, INDUSTRIA Y BANCA DE MADRID MPS;RIOS ROSAS;41;MADRID;28003;28;N;HTTPS://WWW.SFSALUD.COM
31/12/2022;P0159;CENTRO DE PROTECCIÓN DE CHOFERES DE LA RIOJA, MUTUALIDAD DE PREVISIÓN SOCIAL;PORTILLEJO;4;LOGROÑO;26007;26;P;WWW.CENTRODECHOFERES.ES
31/12/2022;P0244;MUTUALIDAD DE PREVISION SOCIAL DE AUTORES Y EDITORES;BARBARA DE BRAGANZA;7;MADRID;28004;28;N;WWW.MUTUALIDADAUTORESYEDITORES.COM
31/12/2022;P0285;UNION ESPAÑOLA DE CONDUCTORES DE AUTOMOVILES;HORTALEZA;65;MADRID;28004;28;N;WWW.UECA.ES/
31/12/2022;P0295;MUTUALIDAD DE PREVISION SOCIAL DE LOS GESTORES ADMINISTRATIVOS DE ESPAÑA;HERMOSILLA;79;MADRID;28003;28;N;WWW.MUTUAGA.COM
31/12/2022;P0810;MONTEPIO DE TELEFONOS;CALLE VALEVERDE;17;MADRID;28004;28;N;HTTPS://WWW.MONTEPIOTELEFONOS.NET
31/12/2022;P1430;CAJA DE SOCORROS, INSTITUCION POLICIAL MPS A PRIMA FIJA;ESPOZ  Y MINA;2;MARID;28012;28;N;WWW.CAJASOCORROS.COM
31/12/2022;P1639;MUTUALIDAD DE PREVISIÓN SOCIAL DE FUTBOLISTAS ESPAÑOLES A PRIMA FIJA;JOSE ECHEGARAY;8;LAS ROZAS;28232;28;N;WWW.MUTUALIDADDEFUTBOLISTAS.COM
31/12/2022;P1703;MUTUALIDAD DE PREVISION SOCIAL DE PERITOS E INGENIEROS MUTUALIDAD DE P.S. DE PERITOS E INGENIEROS TE;ORENSE;16;MADRID;28020;28;N;HTTPS://WWW.MUPITI.COM/
31/12/2022;P1840;ASOCIACION FERROVIARIA MEDICO FARMACUTICA DE PREVISION SOCIAL;PASEO DE LAS DELICIAS;48;MADRID;28045;28;N;HTTPS://WWW.AFEMEFA.COM/
31/12/2022;P1875;MUTUALIDAD DE EMPLEADOS DEL BANCO DE ESPAÑA;CALLE GENERAL ARRANDO;19;MADRID;28010;28;N;HTTPS://WWW.MUTUABDE.ES/MUTUALIDAD.ASP
31/12/2022;P2131;MUTUALIDAD GENERAL DE LA ABOGACÍA, MUTUALIDAD DE PREVISIÓN SOCIAL A PRIMA FIJA;SERRANO;9;MADRID;28001;28;N;WWW.MUTUALIDADABOGACIA.COM
31/12/2022;P2136;MUTUALIDAD DE PREVISION SOCIAL DE ARAGONESAS A PRIMAJ¡FIJA;VELAZQUEZ;64-66;MADRID;28001;28;N;HTTPS://WWW.MUTUALIDADDEARAGONESAS.COM/USER/		 		 
31/12/2022;P2345;MUTUALIDAD DE VIAJANTES;SAN GERMAN;55;MADRID;28020;28;N;HTTPS://WWW.PREVIMUTUA.ES/
31/12/2022;P2605;MUTUALIDAD DE PREVISION SOCIAL A PRIMA FIJA PARA EL PERSONAL DE MICHELIN ESPAÑA PORTUGAL, S.A.;GTA BIBENDUM;1;VALLADOLID;47009;47;N;HTTPS://WWW.CSIFMICHELIN.COM/
31/12/2022;P2651;MUTUA DE PREVISION SOCIAL DEL PERSONAL DE RENAULT ESPAÑA ;AVENIDA MADRID ;72;VALLADOLID;47008;47;N;HTTP://WWW.MUTUARENAULT.COM/HOJAS/GENERAL/GESTOR5.HTML
31/12/2022;P2714;PREVISION VIDA Y SEGUROS, MUTUALIDAD PREVISION SOCIAL;BELGICA;8 BAJ;VALENCIA;46021;46;N;HTTPS://WWW.MONTEPIOBANCAJA.COM
31/12/2022;P2925;MUTUALIDAD ESCOLAR Y FAMILIAR DE PREVISION SOCIAL;COSTA BRAVA;6;MADRID;28034;28;N;HTTP://WWW.MUTUALIDADESCOLAR.COM
31/12/2022;P2994;LORETO MUTUA, MUTUALIDAD DE PREVISON SOCIAL;PASEO DE LA CASTELLANA;40;MADRID;28046;28;N;HTTPS://WWW.LORETOMUTUA.COM/
31/12/2022;P2997;MUTUALIDAD DE PROCURADORES;BARBARA DE BRAGANZA;2;MADRID;28004;28;N;WWW.MUTUAPROCURADORES.ES
31/12/2022;P3028;HERMANDAD NACIONAL DE ARQUITECTOS, ARQUITECTOS TÉCNICOS Y QUÍMICOS, MPS;AVENIDA DE BURGOS;17;MADRID;28036;28;N;HTTPS://WWW.HNA.ES/
31/12/2022;P3074;MUTUALIDAD COMPLEMENTARIA DE PREVISION SOCIAL RENAULT ESPAÑA ;AVENIDA DE EUROPA  (EDIFICIO A;1;ALCOBENDAS;28108;28;N;HTTPS://WWW.MMSR.ES
31/12/2022;P3132;PREVISION BALEAR, MUTUALIDAD DE PREVISION SOCIAL;GREMI SABATERS;68;PALMA;7009;7;N;HTTPS://WWW.PREVIS.ES/ES/SEGUROS/
31/12/2022;P3138;MUTUALIDAD DE PREVISION SOCIAL DR ATILANO CEREZO;JUAN IGNACIO LUCA DE TENA;12;MADRID;28027;28;N;HTTPS://MUTUALIDAD.ASISA.ES
31/12/2022;P3141;MUTUALIDAD DE PREVISIÓN SOCIAL A PRIMA FIJA DEL COLEGIO OFICIAL DE INGENIEROS NAVALES Y OCEÁNICOS;CASTELLO;66;MADRID;28001;28;N;HTTPS://WWW.INGENIEROSNAVALES.COM/INFORMACION-MUTUALIDAD
31/12/2022;P3142;MUTUALIDAD ESCOLAR SEK DE PREVISION SOCIAL GENERAL A P.F.;AVENIDA DE LA INDUSTRIA;N8;ALCOBENDAS;28108;28;N;HTTPS://WWW.SEK.ES/SEK-INTERNATIONAL-SCHOOLS/SERVICIOS/
31/12/2022;P3143;M.P.S.FONDO DE ASISTENCIA MUTUA C.I.C.C.Y P.;ALMAGRO;42;MADRID;28010;28;N;HTTPS://WWW.MUTUALIDADCAMINOS.ES/
31/12/2022;P3151;MUTUALIDAD DE PREVISIÓN SOCIAL DE LA POLICÍA;FERROCARRIL;18;MADRID;28047;28;N;HTTPS://WWW.MUPOL.ES/
31/12/2022;P3156;MUTUALIDAD DE DEPORTISTAS PROFESIONALES, MUTUALIDAD DE PREVISIÓN SOCIAL A PRIMA FIJA;CASTELLO;24;MADRID;28001;28;N;HTTPS://WWW.MUTUALIDAD-DEPORTISTAS.ORG/INDEX
31/12/2022;P3157;MUTUAL MEDICA, MPS A PRIMA FIJA;VIA LAIETANA;31;BARCELONA;8003;8;N;HTTPS://WWW.MUTUALMEDICA.COM/ES/
31/12/2022;P3158;PURISIMA CONCEPCION, MPS;AUGUSTO FIGUEROA;3;MADRID;28004;28;N;WWW.PURISIMAMPS.ES
31/12/2022;P3159;MUTUALITAT DELS ENGINYERS, MUTUALITAT DE PREVISIO SOCIAL;VIA LAIETANA;39;BARCELONA;8003;8;N;HTTPS://WWW.MUTUA-ENGINYERS.COM/ES
31/12/2022;P3161;ALTER MUTUA DE PREVISIO SOCIAL DELS ADVOCATS DE CATALUNYA A PRIMA FIXA;ROGER DE LLURIA;108;BARCELONA;8037;8;N;HTTPS://WWW.ALTERMUTUA.COM/CA/
31/12/2022;P3162;PREVISORA GENERAL MPS;BALMES ;28;BARCELONA;8007;8;N;WWW.PREVISORAGENERAL.COM
31/12/2022;P3164;MUTUA NACIONAL DE INGENIEROS TECNICOS A PRIMA FIJA - MUTUALIDAD DE PREVISION SOCIAL;TRAVESSERA DE DALT;11-13;BARCELONA;8024;8;N;WWW.MUNITEC.ES
31/12/2022;R0011;NACIONAL DE REASEGUROS S.A.;ZURBANO;8;MADRID;28010;28;N;HTTPS://WWW.NACIONALRE.ES
31/12/2022;R0019;MAPFRE RE, COMPAÑIA DE REASEGUROS, S.A.;PASEO DE RECOLETOS;25;MADRID;28004;28;L;HTTPS://WWW.MAPFRERE.COM/
31/12/2022;R0021;BBVA RE IN HOUSE COMPAÑIA DE REASEGUROS SE;AZUL;4;MADRID;28050;28;N;NO EXISTE
31/12/2022;R1000;GCO REASEGUROS, S.A.;PASEO DE LA CASTELLNA;4;MADRID;28046;28;N;WWW.GRUPOCATALANAOCCIDENTE.COM
31/12/2023;C0001;ASEGURADORES AGRUPADOS S.A. DE SEGUROS;XATIVA;23;VALENCIA;46002;46;N;WWW.DIVINASEGUROS.COM
31/12/2023;C0002;LA ALIANZA ESPAÑOLA S.A. DE SEGUROS;GOYA;22;MADRID;28001;28;N;HTTPS://WWW.ALIANZAESP.ES
31/12/2023;C0007;FAMILIAR DE SEGUROS ACTIVE SA ;CORTES VALENCIANAS;17;VALENCIA;46015;46;N;HTTPS://WWW.ACTIVESEGUROS.COM/INFORMACION-UTIL.HTML
31/12/2023;C0012;ETERNA ASEGURADORA,S.A. COMPAÑIA DE SEGUROS Y REASEGUROS SOCIEDAD UNIPERSONAL;  PRINCESA;23;MADRID;28008;28;N;HTTPS://WWW.ETERNA-ASEGURADORA.ES
31/12/2023;C0016;AURA S.A. DE SEGUROS;AVDA. DEL CID;75;VALENCIA;46014;46;N;WWW.AURASEGUROS.COM
31/12/2023;C0031;CASER - CAJA DE SEGUROS REUNIDOS, COMPAÑÍA DE SEGUROS Y REASEGUROS, S.A.;AVENIDA DE BURGOS;109;MADRID;28050;28;N;WWW.CASER.ES
31/12/2023;C0037;SANTANDER SEGUROS Y REASEGUROS,COMPAÑIA ASEGURADORA S.A.;AVENIDA DE CANTABRIA S/N;S/N;BOADILLA DEL MONTE;28660;28;N;HTTPS://WWW.SANTANDERSEGUROS.ES/SAN
31/12/2023;C0039;ZUIRICH VIDA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.;PASEO DE LA CASTELLANA;81;MADRID;28046;28;N;WWW.ZURICH.COM
31/12/2023;C0046;ATRADIUS CREDITO Y CAUCION SA DE SEGUROS Y REASEGUROS;PASEO DE LA CASTELLANA;4;MADRID;28046;28;N;HTTPS://WWW.CREDITOYCAUCION.ES
31/12/2023;C0058;MAPFRE ESPAÑA, COMPAÑIA DE SEGUROS Y REASEGUROS S.A.;CARRETERA POZUELO;52;MAJADAHONDA;28222;28;N;HTTPS://WWW.MAPFRE.COM/SOLVENCIA/
31/12/2023;C0069;ESPAÑA, S.A. COMPAÑIA NACIONAL DE SEGUROS;PRINCIPE DE VERGARA;38;MADRID;28001;28;N;HTTPS://WWW.ESPANASA.COM/
31/12/2023;C0072;GENERALI ESPAÑA, SOCIEDAD ANONIMA DE SEGUROS Y REASEGUROS;PLAZA MANUEL GOMEZ MORENO ;5;MADRID;28020;28;N;HTTPS://WWW.GENERALI.ES/CONTENT/DAM/GENERALI-SEGUROS/WEB/QUIENES-SOMOS/
31/12/2023;C0075;LA FE PREVISORA COMPAÑIA DE SEGUROS, S.A.;ELDUAYEN;32;PONTEVEDRA;36202;36;N;HTTPS://WWW.FE-SEGUROS.COM/
31/12/2023;C0089;GES SEGUROS Y REASEGUROS S.A;PLAZA DE LAS CORTES;2;MADRID;28014;28;N;WWW.GES.ES
31/12/2023;C0109;ALLIANZ COMPAÑIA DE SEGUROS Y REASEGUROS S.A.;RAMIREZ ORELLANO;35;MADRID;28043;28;N;HTTPS://WWW.ALLIANZ.ES/
31/12/2023;C0114;MARTIERRA SEGUROS S.A.;SANTA ENGRACIA ;126;MADRID;28003;28;N;WWW.MARTIERRASEGUROS.ES
31/12/2023;C0120;ERGO GENERALES SEGUROS Y REASEGUROS S.A;AVENIDA CONCHA ESPINA;63;MADRID;28016;28;N;WWW.DKVSEGUROS.ES
31/12/2023;C0121;METRÓPOLIS, S.A. COMPAÑÍA NACIONAL DE SEGUROS Y REASEGUROS;OQUENDO;23;MADRID;28006;28;N;HTTPS://WWW.METROPOLIS-SEGUROS.COM/
31/12/2023;C0124;SEGURCAIXA ADESLAS S.A. DE SEGUROS Y REASEGUROS;PASEO DE LA CASTELLANA;259-C;MADRID;28046;28;N;HTTPS://WWW.SEGURCAIXAADESLAS.ES/ES/PARTICULARES
31/12/2023;C0133;OCASO, S.A. SEGUROS Y REASEGUROS;PRINCESA;23;MADRID;28008;28;N;HTTPS://WWW.OCASO.ES/
31/12/2023;C0139;PATRIA HISPANA S.A. DE SEGUROS Y REASEGUROS;SERRANO;12;MADRID;28001;28;N;WWW.PATRIAHISPANA.COM
31/12/2023;C0140;IBERCAJA VIDA, CIA DE SEGUROS Y REASEGUROS S.A.U;PASEO CONSTITUCION ;4;ZARAGOZA;50008;50;N;HTTPS://WWW.IBERCAJAVIDA.COM/
31/12/2023;C0155;PREVENTIVA CIA. DE SEGUROS Y REASEGUROS S.A.;ARMINZA;2;MADRID;28023;28;N;WWW.PREVENTIVA.COM
31/12/2023;C0157;HELVETIA COMPAÑIA SUIZA S.A. DE SEGUROS Y REASEGUROS;PASEO DE CRISTOBAL COLON;26;SEVILLA;41001;41;N;WWW.HELVETIA.ES
31/12/2023;C0161;DKV SEGUROS Y REASEGUROS S.A;TORRE DKV AV/ MARIA ZAMBRANO;31;ZARAGOZA;50018;50;N;WWW.DKVSEGUROS.ES
31/12/2023;C0174;SANTA LUCIA, S.A. COMPAÑIA DE SEGUROS Y REASEGUROS;PLAZA DE ESPAÑA;15;MADRID;28008;28;N;WWW.SANTALUCIA.ES
31/12/2023;C0188;LA UNION ALCOYANA, S.A. DE SEGUROS Y REASEGUROS;GONZALO BARRACHINA;4;ALCOY;3801;3;N;WWW.UNIONALCOYANA.COM/NOSOTROS
31/12/2023;C0208;UNION MEDICA LA FUENCISLA S.A;CALLE TORRE DKV, AV MARIA ZAMB;31;ZARAGOZA;50018;50;N;WWW.DKVSEGUROS.ES
31/12/2023;C0215;VITAL SEGURO S.A.;DEU I MATA;96;BARCELONA;8029;8;N;WWW.VITALSEGURO.COM
31/12/2023;C0222;ATLANTIDA MEDICA DE ESPECIALIDADES, S.A. DE SEGUROS;ENRIC GRANADOS ;90-92;BARCELONA;8008;8;N;WWW.ATLANTIDA.NET
31/12/2023;C0223;ATOCHA S. A. DE SEGUROS;SAN BERNARDO;17;MADRID;28015;28;N;WWW.SEGUROSATOCHA.COM
31/12/2023;C0225;CLINICUM SEGUROS SA;PASEO DE GRACIA;121;BARCELONA;8008;8;N;HTTPS://WWW.CLINICUM.ES
31/12/2023;C0247;DIVINA PASTORA SEGUROS GENERALES;C/XATIVA ;23;VALENCIA ;46002;46;N;WWW.DIVINAPASTORA.COM
31/12/2023;C0275;NORTEHISPANA. DE SEGUROS Y REASEGUROS, S.A.U.;PASEO DE LA CASTELLANA;4;MADRID;28046;28;N;WWW.NORTEHISPANA.COM
31/12/2023;C0279;LA PREVISIÓN MALLORQUINA DE SEGUROS, S.A.;ARIBAU;168;BARCELONA;8036;8;N;WWW.PREVISIONMALLORQUINA.COM
31/12/2023;C0311;ALMUDENA CIA DE SEGUROS Y REASEGUROS SA;ARTURO SORIA;153;MADRID;28043;28;N;WWW.ALMUDENASEGUROS.ES
31/12/2023;C0315;HERCULES SALUD SEGUROS, S.A.;CUESTA DE LA PALLOZA;6;A CORUÑA;15006;15;P;//HERCULESSALUD.COM
31/12/2023;C0320;SANITAS SA DE SEGUROS;RIBERA DEL LOIRA ;52;MADRID ;28042;28;N;HTTPS://CORPORATIVO.SANITAS.ES/ 
31/12/2023;C0323;POLICLINICO CENTRO MEDICO DE SEGUROS,SA;AVENIDA RICHARD GRANDIO S/N;0;OVIEDO;33193;33;P;HTTPS://WWW.CENTROMEDICODEASTURIAS.COM/PCMSEGUROS
31/12/2023;C0325;ASISTENCIA CLINICA UNIVERSITARIA DE NAVARRA S.A. DE SEGUROS Y REASEGUROS;AVDA.PIO XII;57;PAMPLONA;31008;31;N;HTTPS://WWW.ACUNSA.ES/
31/12/2023;C0355;EXPERTIA SEGUROS DE DECESOS S.A.;ARMINZA;2;MADRID;28023;28;N;HTTPS://WWW.EXPERTIASEGUROS.COM/
31/12/2023;C0368;LA UNION MADRILEÑA DE SEGUROS S.A.;VIRIATO;2;MADRID;28010;28;N;WWW.UNIONMADRILENA.ES
31/12/2023;C0391;IGUALATORIO MEDICO QUIRURGICO Y DE ESPECIALIDADES DE ASTURIAS, S.A. DE SEGUROS;CABRALES;72;GIJON;33201;33;P;HTTPS://WWW.IMQASTURIAS.ES
31/12/2023;C0394;ASOCIACION EUROPEA COMPAÑIA SEGUROS ;CALLE GRAN VIA ;30;MADRID ;28013;28;N;HTTPS://WWW.ASOCIACIONEUROPEA.COM/
31/12/2023;C0396;ONLYGAL SERVICIOS LEGALES, S.L. ONLYGAL SERVICIOS LEGALES, S.L. ONLYGAL SEGUROS Y REASEGUROS, SAU;AVENIDA CONCHA ESPINA;63 4ª;MADRID;28016;28;N;HTTPS://WWW.ONLYGAL.ES
31/12/2023;C0416;ASISTENCIA SANITARIA COLEGIAL;AVDA. JOSEP TARRADELLAS;123;BARCELONA;8029;8;P;HTTPS://WWW.ASC.ES/ES
31/12/2023;C0437;AGRUPACION SANITARIA SEGUROS S.A.;AVENIDA ALFONSO X EL SABIO;14;ALICANTE;3004;3;N;HTTPS://WWW.ASSSA.ES/
31/12/2023;C0448;SALUS ASISTENCIA SANITARIA S.A. DE SEGUROS;POSADA HERRERA;1;OVIEDO;33002;33;N;HTTP://WWW.SALUS-SEGUROS.COM/
31/12/2023;C0461;ASISA, ASISTENCIA SANITARIA INTERPROVINCIAL DE SEGUROS S.A.U.;JUAN IGNACIO LUCA DE TENA;12;MADRID;28027;28;N;HTTPS://WWW.ASISA.ES/SEGUROS-DE-SALUD
31/12/2023;C0465;CIA DE SEG IGUALATORIO MEDICO QUIRURGICO Y DE ESPECIALIDADES DE NAVARRACIA DE SEG ;AVENIDA DE BAYONA;4;PAMPLONA;31011;31;N;HTTPS://WWW.IMQNAVARRA.COM/
31/12/2023;C0467;GENERALI SEGUROS Y REASEGUROS, S.A.U.;PASEO DE LAS DOCE ESTRELLAS;4;MADRID;28042;28;N;HTTPS://WWW.LIBERTYSEGUROS.ES/
31/12/2023;C0468;OCCIDENT GCO, S.A.U. DE SEGUROS Y REASEGUROS;PASEO DE LA CASTELLANA;4;MADRID;28046;28;N;WWW.OCCIDENT.COM
31/12/2023;C0494;MERIDIANO, S.A. COMPAÑIA ESPAÑOLA DE SEGUROS SOCIEDAD UNIPERSONAL;JEAN CLAUDE COMBALDIEU;5;ALICANTE;3008;3;N;HTTPS://WWW.SEGUROSMERIDIANO.COM/
31/12/2023;C0502;BBVASEGUROS, S.A. DE SEGUROS Y REASEGUROS ;GRAN VIA DON DIEGO LOPEZ DE HA;12;BILBAO;48001;48;N;HTTPS://WWW.BBVASEGUROS.COM
31/12/2023;C0511;MAPFRE VIDA, S.A. DE SEGUROS Y REASEGUROS;CARRETERA DE POZUELO;50;MAJADAHONDA;28222;28;N;HTTPS://WWW.MAPFRE.COM/SOLVENCIA/
31/12/2023;C0516;COMPAÑIA ESPAÑOLA DE SEGUROS DE CREDITO A LA EXPORTACION, CESCE SA;VELAZQUEZ;74;MADRID;28001;28;N;WWW.CESCE.ES
31/12/2023;C0557;BANSABADELL VIDA SEGUROS Y REASEGUROS S.A.;CALLE ISABEL DE COLBRAND;22;MADRID;28050;28;N;HTTPS://WWW.SABADELLVIDA.COM/BSVIDA/ES/INFO.HTML
31/12/2023;C0559;MEDVIDA PARTNERS DE SEGUROS Y REASEGUROS S.A.U.;CARRERA DE SAN JERONIMO;21;MADRID;28014;28;N;WWW.MEDVIDAPARTNERS.ES
31/12/2023;C0571;SOLUNION SEGUROS, COMPAÑIA INT. DE SEGUROS Y REASEGUROS S.A.;AVENIDA GENERAL PERON;40;MADRID;28020;28;N;HTTPS://WWW.SOLUNION.ES/
31/12/2023;C0572;SEGUROS LAGUN ARO, S.A.;CAPUCHINOS DE BASURTO;6;BILBAO;48013;48;P;WWW.SEGUROSLAGUNARO.COM
31/12/2023;C0595;RGA RURAL VIDA, S.A. DE SEGUROS Y REASEGUROS;CALLE BASAURI;14;MADRID;28023;28;N;HTTPS://WWW.SEGUROSRGA.ES/
31/12/2023;C0601;UNION DEL DUERO, COMPAÑÍA DE SEGUROS DE VIDA, S.A.U.;TITAN;8;MADRID;28045;28;N;NO EXISTE
31/12/2023;C0610;BANKINTER SEGUROS DE VIDA DE SEGUROS Y REASEGUROS;AVENIDA DE BRUSELAS;12;ALCOBENDAS;28108;28;N;HTTPS:WWW.MAPFRE.COM/SOLVENCIA/
31/12/2023;C0611;	VIDA-CAIXA, SOCIEDAD ANÓNIMA DE SEGUROS Y REASEGUROS;PASEO DE LA CASTELLANA ;189;MADRID;28046;28;N;HTTPS://WWW.VIDACAIXA.ES/
31/12/2023;C0613;REALE SEGUROS GENERALES, S.A.;PRINCIPE DE VERGARA;125;MADRID;28002;28;N;HTTPS://WWW.REALE.ES/ES
31/12/2023;C0616;RGA SEGUROS GENERALES RURAL, S.A. DE SEGUROS Y REASEGUROS;CALLE BASAURI;14;MADRID;28023;28;N;HTTPS://WWW.SEGUROSRGA.ES/
31/12/2023;C0627;IRIS GLOBAL SOLUCIONES DE PROTECCIÓN SEGUROS Y REASEGUROS, S.A.U.;JULIÁN CAMARILLO;36;MADRID;28037;28;N;HTTPS://WWW.IRISGLOBAL.ES
31/12/2023;C0628;ABANCA VIDA Y PENSIONES DE SEGUROS Y REASEGUROS, S.A.U;AVDA DE LA MARINA;1;A CORUÑA;15001;15;N;WWW.ABANCA.COM
31/12/2023;C0631;UNION DE AUTOMOVILES CLUBS, S.A.DE SEGUROS Y REASEGUROS;ISAAC NEWTON;4;TRES CANTOS;28760;28;N;HTTPS://WWW.RACE.ES/
31/12/2023;C0637;UNICORP VIDA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.;BOLSA;4;MALAGA;29015;29;N;WWW.UNICORPVIDA.COM
31/12/2023;C0654;KUTXABANK VIDA Y PENSIONES CIA DE SEGUROS Y REASEGUROS, SAU;PLAZA EUSKADI;5 P28;BILBAO;48009;48;N;HTTPS://WWW.KUTXABANK.COM/CS/SATELLITE/KUTXABANK/ES/INFORMACION_PARA_BRINVERSORES/INFORMACION_FINANCIERA_0/INFORMES_FINANCIEROS_0
31/12/2023;C0676;MAPFRE ASISTENCIA COMPAÑIA INTERNACIONAL DE SEGUROS Y REASEGUROS, S.A.;CARRETERA DE POZUELO;52;MAJADAHONDA;28222;28;N;WWW.MAWDY.COM
31/12/2023;C0682;AMIC SEGUROS GENERALES, S.A.U.;GENOVA;26;MADRID;28004;28;N;WWW.PSN.ES
31/12/2023;C0683;SEGUROS LAGUN ARO VIDA, S.A.;CAPUCHINOS DE BASURTO;6;BILBAO;48013;48;N;WWW.SEGUROSLAGUNARO.COM
31/12/2023;C0693;PELAYO VIDA SEGUROS Y REASEGUROS, S.A.;SANTA ENGRACIA;67-69;MADRID;28010;28;N;HTTPS://WWW.PELAYO.COM/VIDA-AHORRO
31/12/2023;C0696;ERGO VIDA SEGUROS Y REASEGUROS S.A;TORRE DKV, AV MARIA ZAMBRANO;31;ZARAGOZA;50018;50;N;WWW.DKVSEGUROS.ES
31/12/2023;C0697;SEGUROS ELCORTE INGLES VIDA, PENSIONES Y REASEGUROS, S.A.;HERMOSILLA;112;MADRID;28009;28;N;WWW.SEGUROSECI.COM
