TRIMESTRE;CLAVE;operacion;PT1;PT2;PT3;PT4;PT5;PT6;PT7;PT8;PT9;PT10;PT11;PT12;PT13;PT14;PT15;PT16;PT17;PT18;PT19;PT20;PT21;PT22;PT23;PT24;PT25;PT26;PT27;PT28;PT29;PT30;PT31;PT55;PT32;PT33;PT34;PT35;PT36;PT37;PT38;PT39;PT40;PT41;PT42;PT43;PT44;PT45;PT46;PT47;PT48;PT49;PT50;PT51;PT52;PT53;PT54;PT56;PT57;PT58;MONEDA;delegacion;TipoDec
31/12/2018;P0046;1;514307,65;0;0;0;0;0;0;514307,65;62100,86;;;;0;0;0;0;259294,39;;14965,12;277468;0;0;-16554,2;0;0;30597,61;291511,41;341161,54;0;0;0;0;341161,54;0;0;0;4426,18;;74571,48;0;78997,66;0;0;0;0;49110,88;0;3339,82;0;0;0;0;52450,7;;24445,85;197193,53;0;0;E;724;99
31/12/2019;P0046;1;502128,07;0;0;0;0;0;0;502128,07;64043,81;;;;0;0;0;0;257489,59;;221,66;185630;0;0;72997,74;0;0;31533,15;290160,89;345054,21;0;0;0;0;345054,21;0;0;0;4538,71;;77263,07;0;81801,78;0;0;0;0;47378,99;0;3495,3;0;0;0;0;50874,29;;-8051,85;193445,78;0;0;E;724;99
31/12/2020;P0046;1;490813,5;0;0;0;0;0;0;490813,5;60157,87;;;;0;0;0;0;228754,13;;1468,56;211032;0;0;65846,62;0;0;32527,88;309406,5;280591,99;0;0;0;0;280591,99;0;0;0;4890,22;;74978,01;0;79868,23;0;0;0;0;54375,28;0;10372,4;0;0;0;0;64747,68;;-13578,21;168596,26;0;0;E;724;99
31/12/2021;P0046;1;477723,85;0;0;0;0;0;0;477723,85;75702,74;;;;0;0;0;0;244316,86;;175,08;304824;0;0;9416,89;0;0;42108,95;356349,84;212569,86;0;0;0;0;212569,86;0;0;0;4792,54;;86088,19;0;90880,73;0;0;0;0;62566,6;0;11584,52;0;0;0;0;74151,12;;-11735,76;168614,12;0;0;E;724;99
31/12/2016;P0081;1;42176030,45;0;5983,18;977502,62;-18,31;0;0;41204492,7;899172,42;;;;2106172,08;93876220,85;0;0;130426702,16;;0;42472056,82;0;295897,7;6386792,57;0;66895,61;361232,3;48857288,38;16837068,97;0;0;0;0;16837068,97;7052828,26;8043129,59;15095957,85;2301723,28;;894454,84;450371,64;2745806,48;41285,72;0;811075,68;852361,4;6643219,81;683097,85;600206,64;0;11238361,19;0;21430947,12;40595832,61;;46646879,17;33545136,81;0;0;E;724;16
31/12/2017;P0081;1;40768487,59;0;-8633,93;921252,54;-22484,32;0;0;39816116,8;764567,9;;;;0;33729272;0;0;65492081,88;;0;47415815,16;0;325834;-1934254,75;0;-185541,74;396724,58;45737992,73;15897800,24;0;0;0;0;15897800,24;14991379,78;-14991379,78;0;2294976,68;;863309,33;531577,37;2626708,64;48864,14;0;616529,74;665393,88;17200205,34;553509,81;294651,49;0;1734484,94;0;4582177,71;24365029,29;;16015273,9;30998241,98;0;0;E;724;16
31/12/2018;P0081;1;38739503,39;0;-38561,83;1041430,26;-123945,46;0;0;37535565,84;663329,26;;;;0;0;0;19040905,89;47691967,59;;0;50114294,37;0;428105,62;-633404,53;0;0;468866,41;49521650,63;-7656737,05;0;0;0;0;-7656737,05;136363,42;0;136363,42;1886320,08;;1080971,47;261386,03;2705905,52;45026,43;0;503943,31;548969,74;11962700,09;451828,08;296465,98;0;10287393,32;200989,02;8602195,99;31801572,48;;8169808,69;27987732,44;0;0;E;724;16
31/12/2019;P0081;1;38735275,1;0;36859,94;1584026,49;-240972,17;0;0;36947136,38;452592,73;;;;1216499,39;0;975;34899808,69;61895980,46;;0;48967685,48;0;617692,74;1286082,17;0;1123,66;412711,16;50047662,41;-6061846,1;0;0;0;0;-6061846,1;53845,75;0;53845,75;2110772,16;;1057386,18;551861,89;2616296,45;46047,74;0;759281,45;805329,19;7910859,53;44009,35;149190,43;0;6902533,19;3080,45;10190938,77;25200611,72;;26181217,42;25326104,65;0;0;E;724;16
31/12/2016;P0085;1;156988,7;0;0;0;0;0;0;156988,7;0;;;;0;20968,14;0;0;380538,9;;0;164971,32;0;0;5328,33;0;0;11394,61;181694,26;772060,47;0;0;0;0;772060,47;0;0;0;0;;28486,54;0;28486,54;0;0;0;0;20286,85;0;0;0;19667,74;0;8183,34;48137,93;;-492851,6;359570,76;0;0;E;724;99
31/12/2017;P0085;1;156474,02;0;0;0;0;0;0;156474,02;0;;;;0;19667,74;0;0;371700,47;;0,46;220791,22;0;0;7211,52;0;0;13061,45;241064,19;-136305,69;0;0;0;0;-136305,69;0;0;0;0;;32653,63;0;32653,63;0;0;0;0;22782,56;0;0;0;18337,64;0;22211,12;63331,32;;327431,5;352032,73;0;0;E;724;99
31/12/2018;P0085;1;157865,37;0;0;0;0;0;0;157865,37;0;;;;0;18337,64;0;12830,8;374865,87;;2704,07;189420,01;0;0;-238,65;0;0;12642,51;201823,87;107553,08;0;0;0;24613,56;132166,64;0;0;0;0;;31606,27;0;31606,27;0;0;0;0;22149,59;0;0;0;22062,67;0;1323,98;45536,24;;124302,29;343697,43;0;0;E;724;99
31/12/2019;P0085;1;161949,94;0;0;0;0;0;0;161949,94;0;;;;0;22062,67;0;15304,5;375828,44;;1324,33;167548,65;0;0;4630,08;0;0;13525,55;185704,28;126647,49;0;0;0;0;126647,49;0;0;0;0;;33813,88;0;33813,88;0;0;0;0;23469,63;0;0;0;22253,65;0;6875,44;52598,72;;140338,34;338461,27;0;0;E;724;99
31/12/2020;P0085;1;161123,19;0;0;0;0;0;0;161123,19;0;;;;0;22253,65;0;15171,4;374496,11;;1,99;223613,62;0;0;43510,33;0;0;12565,66;279689,61;72513,9;0;0;0;0;72513,9;0;0;0;0;;31414,16;0;31414,16;0;0;0;0;22025,26;0;0;0;19627,96;0;1266,39;42919,61;;109084,01;337071,06;0;0;E;724;99
31/12/2021;P0085;1;159217,93;0;0;0;0;0;0;159217,93;0;;;;0;19627,96;0;13996,07;369603,03;;1266,42;185593,82;0;0;-30945,31;0;0;13187,88;167836,39;137685,1;0;0;0;0;137685,1;0;0;0;0;;32969,69;0;32969,69;0;0;0;0;22954,05;0;0;0;18849,91;0;8332,98;50136,94;;141459,26;335979;0;0;E;724;99
31/12/2016;P0226;1;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;6288,21;6288,21;-6513,18;0;0;0;0;-6513,18;0;0;0;0;;56593,88;0;56593,88;0;0;0;0;0;0;4602,57;0;0;0;0;4602,57;;-60971,48;0;0;0;E;724;99
31/12/2017;P0226;1;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;6561,32;6561,32;-38733,46;0;0;0;0;-38733,46;0;0;0;0;;59051,87;0;59051,87;0;0;0;0;0;0;6269,6;0;0;0;0;6269,6;;-33149,33;0;0;0;E;724;99
31/12/2018;P0226;1;73575,44;0;0;0;0;0;0;73575,44;0;;;;0;0;0;0;0;;0;18000;0;0;-9015,18;0;0;8399,76;17384,58;-598610,36;0;0;0;0;-598610,36;0;49990,57;49990,57;0;;75597,82;0;75597,82;0;0;0;0;0;0;6269,6;0;0;0;0;6269,6;;522943,23;0;0;0;E;724;99
31/12/2016;P0244;1;979694,56;0;0;0;0;0;0;979694,56;0;;;;0;0;0;338466,17;338466,17;;0;1206338,62;0;0;0;0;0;44177;1250515,62;-378169,45;0;0;0;0;-378169,45;0;0;0;3893;;94247;0;98140;0;0;75634;75634;48608,25;0;0;0;0;0;0;48608,25;;223432,31;0;0;0;E;724;99
31/12/2017;P0244;1;1340372,78;0;0;0;0;0;0;1340372,78;0;;;;0;0;0;347887,67;347887,67;;0;1461294,56;0;0;0;0;0;47730;1509024,56;-1,59;0;0;0;0;-1,59;0;0;0;5496;;102821;0;108317;0;0;94106;94106;47261,03;0;0;0;0;0;1389,14;48650,17;;-71835,69;0;0;0;E;724;99
31/12/2018;P0244;1;1250337,5;0;0;0;0;0;0;1250337,5;0;;;;0;0;0;342240,76;342240,76;;0;1519411,13;0;0;0;0;0;58037,85;1577448,98;-226216,67;0;0;0;0;-226216,67;0;0;0;5582;;113667,3;0;119249,3;0;0;94963;94963;60158,94;0;0;0;0;0;8173;68331,94;;-41198,29;0;0;0;E;724;99
31/12/2019;P0244;1;4134364,43;0;0;0;0;0;0;4134364,43;0;;;;0;0;0;332640,71;332640,71;;0;2180912,27;0;0;0;0;0;75056,28;2255968,55;1969815,76;0;0;0;0;1969815,76;0;0;0;4910;;134062;0;138972;12020,26;0;95193;107213,26;0;0;0;0;0;0;9395;9395;;-67319,39;0;0;52959,96;E;724;99
31/12/2020;P0244;1;516365,14;0;0;0;0;0;0;516365,14;0;;;;0;0;0;329713,23;329713,23;;93750;3915732,03;0;0;0;0;0;67599;3983331,03;-3648443,27;0;0;0;0;-3648443,27;0;0;0;5903;;134814,32;0;140717,32;0;0;87562;87562;0;0;0;0;0;0;9322;9322;;302396,42;0;0;64942,87;E;724;99
31/12/2021;P0244;1;708949,31;0;0;0;0;0;0;708949,31;0;;;;0;0;0;280356,11;280356,11;;93750;1628559,8;0;0;0;0;0;67440,63;1696000,43;-868088,48;0;0;0;0;-868088,48;0;0;0;5472;;128600,24;0;134072,24;0;0;88221;88221;9218;0;0;0;0;0;57395,27;66613,27;;-33763,04;0;0;0;E;724;99
31/12/2016;P0285;1;176388,18;0;0;0;0;0;0;176388,18;5493,33;;;;0;126376,89;0;172794,67;747816,37;;0;487795,23;0;0;546603,96;0;0;33616,28;1068015,47;-778443,45;0;0;0;0;-778443,45;0;0;0;15351,54;;25950,39;0;41301,93;0;0;23504,44;23504,44;39471,94;0;0;0;0;0;64119,39;103591,33;;466234,83;443151,48;0;0;E;724;99
31/12/2017;P0285;1;163001,86;0;0;0;0;0;0;163001,86;6118,18;;;;0;207832,58;0;27068,32;397263,14;;0;248910,13;0;0;-510,04;0;0;29759,5;278159,59;-147456,76;0;0;0;0;-147456,76;0;0;0;13615,76;;23332,52;0;36948,28;0;0;16413,97;16413,97;252339,56;0;0;0;0;0;231735,67;484075,23;;-107875,31;156244,06;0;0;E;724;99
31/12/2018;P0285;1;146685,17;0;0;0;0;0;0;146685,17;6078,73;;;;0;90107,01;0;90609,88;351962,43;;0;354286,61;0;0;-214045,53;0;0;27744,31;167985,39;983973,66;0;0;0;0;983973,66;0;0;0;13163,24;;20356,64;0;33519,88;0;0;21367,83;21367,83;-235206,18;0;0;0;580815,94;0;58850,32;404460,08;;-1112659,24;165166,81;0;0;E;724;99
31/12/2019;P0285;1;141298,16;0;0;0;0;0;0;141298,16;5730,38;;;;0;523514,21;303053,83;0;959181,79;;0;375552,78;0;0;-256953,35;0;0;26410,37;145009,8;-98432,46;0;0;0;0;-98432,46;0;0;0;12233,92;;18756,47;0;30990,39;0;0;15625,11;15625,11;460428,62;0;0;0;0;0;138036,85;598465,47;;408821,64;126883,37;0;0;E;724;99
31/12/2020;P0285;1;120560,07;0;0;0;0;0;0;120560,07;4058,45;;;;0;312028,71;216248,93;0;585386,51;;0;195231,71;0;0;4565,52;0;0;22430,03;222227,26;-507906,17;0;0;0;0;-507906,17;0;0;0;10748,75;;16234,63;0;26983,38;0;0;13002,37;13002,37;0;0;0;0;224042,97;0;92094,17;316137,14;;635502,6;53050,42;0;0;E;724;99
31/12/2021;P0285;1;108702,64;0;0;0;0;0;0;108702,64;4949,93;;;;0;579835,33;0;1131134,25;1768750,5;;0;122742,31;0;0;-693,23;0;0;18574,77;140623,85;224472,27;0;0;0;0;224472,27;0;0;0;8578,34;;14533,22;0;23111,56;0;0;12343,67;12343,67;110,05;0;0;0;128247,86;0;20545,71;148903,62;;1327998,17;52830,99;0;0;E;724;99
31/12/2016;P0295;1;3428399,94;0;-12630,57;0;0;0;0;3415769,37;53346,65;;;;0;0;0;0;1436420,77;;0;1548818,68;0;0;0;0;0;182052,78;1730871,46;-1528526,01;0;0;0;0;-1528526,01;0;0;0;172097,11;;200826,92;0;372924,03;0;0;0;0;64137,68;50044,96;101404,96;-44974,62;425088,65;0;338773,26;934474,89;;3342445,77;1383074,12;0;0;E;724;16
31/12/2017;P0295;1;3526627,12;0;0;0;0;0;0;3526627,12;68931,43;;;;0;0;0;0;1726401,84;;0;1626941,19;0;0;0;0;0;194147,2;1821088,39;-4124773,65;0;0;0;0;-4124773,65;0;0;0;171565,54;;214825,77;0;386391,31;0;0;0;0;69540,66;54523;132059,92;-72230,32;-65170,4;0;411113,02;529835,88;;6640487,03;1657470,41;0;0;E;724;16
31/12/2018;P0295;1;3752570,85;0;-284,94;0;0;0;0;3752285,91;54022,87;;;;0;0;0;0;1758079,47;;0;1756551,8;0;0;0;0;0;238680,04;1995231,84;-13464,58;0;0;0;0;-13464,58;0;0;0;238216,64;;264733,43;0;502950,07;0;0;0;0;66858,87;61581,02;139550,11;-88603,5;214250,98;0;1068302,35;1461939,83;;1563708,22;1704056,6;0;0;E;724;16
31/12/2019;P0295;1;3778732,31;0;-8619,61;0;0;0;0;3770112,7;49901,91;;;;0;0;0;0;3275365,15;;0;1805707,86;0;0;0;0;0;268873,34;2074581,2;1293489,55;0;0;0;0;1293489,55;0;0;0;197349,49;;298272,35;0;495621,84;0;0;0;0;84935,56;65055,16;105652,31;-96885,21;0;0;770398,61;929156,43;;2252628,83;3225463,24;0;0;E;724;16
31/12/2020;P0295;1;3716565,18;0;-4844,87;0;0;0;0;3711720,31;19917,88;;;;0;0;0;0;1109034,63;;0;2541575,46;0;0;0;0;0;265437,48;2807012,94;2258601,78;0;0;0;0;2258601,78;0;0;0;191460,9;;280394,2;0;471855,1;0;0;0;0;73399,47;69631,9;76663,58;-45737,56;0;0;562130,45;736087,84;;-1452802,72;1089116,75;0;0;E;724;16
31/12/2021;P0295;1;3867497,08;0;-3759,35;0;0;0;0;3863737,73;30400;;;;0;0;0;0;4021785,56;;0;2417865,8;0;0;901523,3;0;0;281028,93;3600418,03;-862,68;0;0;0;0;-862,68;0;0;0;156147,56;;284532,35;0;440679,91;0;0;0;0;104047,8;80569,36;79350,21;-88901,65;205429,84;0;1727585,7;2108081,26;;1737206,77;3991385,56;0;0;E;724;16
31/12/2016;P0810;1;196971,62;0;0;0;0;0;0;196971,62;0;;;;0;0;0;0;78326,4;;0;107836,08;0;0;33772,2;0;0;5342,11;146950,39;-7980,2;0;0;0;0;-7980,2;0;0;0;5342,11;;11094,21;0;16436,32;0;0;0;0;60169,73;0;0;0;0;0;0;60169,73;;59721,78;78326,4;0;0;E;724;99
31/12/2017;P0810;1;195052,62;0;0;0;0;0;0;195052,62;0;;;;0;0;0;0;44661,54;;0;88028,35;0;0;-7236,4;0;0;8373,17;89165,12;-17055,69;0;0;0;0;-17055,69;0;0;0;8373,17;;14165,5;0;22538,67;0;0;0;0;35290,82;0;0;0;0;0;0;35290,82;;109775,24;44661,54;0;0;E;724;99
31/12/2018;P0810;1;196479,54;0;0;0;0;0;0;196479,54;0;;;;0;0;0;0;30934,68;;0;78783,74;0;0;-10735,36;0;0;5058,52;73106,9;-12016,48;0;0;0;0;-12016,48;0;0;0;5058,52;;10823,49;0;15882,01;0;0;0;0;28773;0;0;0;0;0;0;28773;;121668,79;30934,68;0;0;E;724;99
31/12/2019;P0810;1;196140,82;0;0;0;0;0;0;196140,82;0;;;;0;0;0;0;27800;;0;87475,84;0;0;21643,82;0;0;4960,51;114080,17;-21303,1;0;0;0;0;-21303,1;0;0;0;4960,51;;10722,51;0;15683,02;0;0;0;0;22988,45;0;0;0;0;0;0;22988,45;;92492,28;27800;0;0;E;724;99
31/12/2020;P0810;1;192807,92;0;0;0;0;0;0;192807,92;0;;;;0;0;0;0;24086,81;;0;94469,41;0;0;-29763,38;0;0;6004,27;70710,3;23271,69;0;0;0;0;23271,69;0;0;0;6004,27;;12333,89;0;18338,16;0;0;0;0;0;0;0;0;0;0;0;0;;104574,58;24086,81;0;0;E;724;99
31/12/2021;P0810;1;231264,44;0;0;0;0;0;0;231264,44;0;;;;0;0;0;0;26707,35;;0;98851,17;0;0;-1156,88;0;0;11465,37;109159,66;-21395,89;0;0;0;0;-21395,89;0;0;0;11465,37;;17215,29;0;28680,66;0;0;0;0;0;0;0;0;0;0;0;0;;141527,36;26707,35;0;0;E;724;99
31/12/2016;P1430;1;660260,48;0;0;0;0;0;0;660260,48;33247,08;;;;0;14652,93;0;39516,94;126032,8;;0;474907,07;0;0;-43531,49;0;0;39283,12;470658,7;-40098,27;0;0;0;0;-40098,27;0;0;0;28268,09;;64909,28;0;93177,37;0;0;56206,25;56206,25;10279;46612,7;28219,5;23234,89;468,35;0;52871,55;161685,99;;44663,24;38615,85;0;0;E;724;99
31/12/2017;P1430;1;609073,82;0;0;0;0;0;0;609073,82;33247,08;;;;0;0;0;92346,87;177853,14;;0;306169,59;0;0;-40485,93;0;0;40414,17;306097,83;-74367,45;0;0;0;0;-74367,45;0;0;0;31314,02;;69660,01;0;100974,03;0;0;89495,43;89495,43;4285,56;46973,11;25709,73;125000;0;0;31271,03;233239,43;;131487,69;52259,19;0;0;E;724;99
31/12/2018;P1430;1;565772;0;0;0;0;0;0;565772;34100,03;;;;0;0;0;44980,41;119125,02;;0;523212,58;0;0;3542,28;0;0;39475,25;566230,11;-339804,48;0;0;0;0;-339804,48;0;0;0;40572,31;;67438,15;0;108010,46;0;0;83669,76;83669,76;5447,92;52863,33;20573,47;100000;0;0;0;178884,72;;87906,45;40044,58;0;0;E;724;99
31/12/2019;P1430;1;514915,02;0;0;0;0;0;0;514915,02;32352,98;;;;0;0;0;18372,09;83512,36;;0;464295,78;0;0;-17309,92;0;0;41643,78;488629,64;-250562,31;0;0;0;0;-250562,31;0;0;0;47561,19;;82644,68;0;130205,87;0;0;55274,58;55274,58;1783,26;60134,2;17138,21;0;0;320565,69;2269,76;401891,12;;-227011,52;32787,29;0;0;E;724;99
31/12/2020;P1430;1;479602;0;0;0;0;0;0;479602;17647,08;;;;0;0;0;48607,88;95047,49;;0;461501,66;0;0;16806,24;0;0;41786,84;520094,74;-303082,38;0;0;0;0;-303082,38;0;0;0;30195,52;;68480,8;0;98676,32;0;0;49007,53;49007,53;1554,4;54004,11;7342,64;0;0;0;46336,19;109237,34;;100715,94;28792,53;0;0;E;724;99
31/12/2021;P1430;1;425762;0;0;0;0;0;0;425762;17647,08;;;;0;0;0;87383,21;131761,36;;0;511883,59;0;0;46575,37;0;0;44482,36;602941,32;-305315,59;0;0;0;0;-305315,59;0;0;0;31450,12;;87077,3;0;118527,42;55459,56;0;0;55459,56;1858,85;55797,51;7270,71;0;0;0;978,24;65905,31;;20005,34;26731,07;0;0;E;724;99
31/12/2016;P1703;1;17240903,99;0;-382,95;611688,84;-824,54;0;0;16628007,66;124146,42;;;;0;0;0;847909,49;2794674,58;;0;9334704,7;0;74141,25;-8169,21;0;0;58975,97;9311370,21;8606004,31;0;0;0;-197034,12;8408970,19;71725,73;-336945,84;-265220,11;444532,12;;497564,73;264337,27;677759,58;0;0;111082,28;111082,28;159587,6;154453,72;251311,37;0;69206,61;0;58491,45;693050,75;;485669,34;1822618,67;0;0;E;724;99
31/12/2017;P1703;1;19154411,26;0;424,34;614577,18;213,03;0;0;18540471,45;139203,28;;;;319921,81;0;0;285042,57;2698785,44;;0;12993162,16;0;142235;-316591,44;0;0;84902,48;12619238,2;6055155,5;0;0;0;0;6055155,5;28995,19;254977,82;283973,01;492068,58;;431483,43;233546,21;690005,8;0;0;121679,63;121679,63;168555,73;153681,36;251280,87;0;0;62985,15;154099,5;790602,61;;678602,14;1954617,78;0;0;E;724;99
31/12/2018;P1703;1;20083078,98;0;-1941,63;590399,54;453,59;0;0;19491191,4;154621,57;;;;0;0;0;206295,37;2128888,5;;0;13549268,14;0;95680,56;238991,76;0;0;74988,54;13767567,88;6230768,02;0;0;0;0;6230768,02;16209,37;-398082,32;-381872,95;555419,22;;478552,72;307293,34;726678,6;0;0;68893,02;68893,02;166095,03;240486,34;146131,15;0;0;0;157435,85;710148,37;;497896,96;1767971,56;0;0;E;724;99
31/12/2019;P1703;1;17788189,19;0;2016,31;581240,39;933,97;0;0;17209899,08;158255,35;;;;200001,86;0;0;575658,23;2536234,13;;0;13184128,49;0;206181,25;174374,85;0;0;80921,95;13233244,04;4437301,03;0;0;0;0;4437301,03;8893,34;48564,69;57458,03;534660,65;;494838,43;253987,02;775512,06;0;0;72233,11;72233,11;158500,08;209750,37;133669,43;0;0;0;144826,02;646745,9;;523639,04;1602318,69;0;0;E;724;99
31/12/2020;P1703;1;10130339,84;0;-99,07;565451,93;-710,65;0;0;9564078,19;148358,76;;;;0;0;0;1685744,83;3547384,28;;0;7752391,35;0;281232,86;-92492,88;0;0;82855,92;7461521,53;3574286,31;0;0;0;0;3574286,31;14400,57;262496,02;276896,59;538693,22;;485556,22;304595;719654,44;0;0;68215,78;68215,78;224701,14;287191,07;102515,07;0;0;0;283352,97;897760,25;;113127,57;1713280,69;0;0;E;724;99
31/12/2021;P1703;1;12306021,56;0;-170,08;519987,49;1671,24;0;0;11787535,23;143539,21;;;;78399,07;196130,8;0;0;2275578,39;;0;5439892,06;0;215009,75;-14597,99;0;0;78902,58;5289186,9;6748604,03;0;0;0;0;6748604,03;12187,03;322786,7;334973,73;595656,83;;513027,57;270094,06;838590,34;0;0;69980,63;69980,63;312727,78;312655,03;99411,57;0;0;0;6660,46;731454,84;;50323,15;1857509,31;0;0;E;724;99
31/12/2016;P1875;1;841891,97;0;0;0;0;0;0;841891,97;0;;;;0;0;0;1707183,89;78664627,98;;7991,24;79997248,71;0;0;32905,81;0;0;295701,92;80325856,44;-3553923,61;0;0;0;0;-3553923,61;0;0;0;0;;323856,12;0;323856,12;0;0;0;0;363986,47;0;0;0;792644,4;0;0;1156630,87;;1262091,37;76957444,09;0;0;E;724;16
31/12/2017;P1875;1;641614,56;0;0;0;0;0;0;641614,56;0;;;;0;0;0;0;76492492,98;;8971,85;82986783,92;0;0;48009,11;0;0;328213,3;83363006,33;-10664176,5;0;0;0;0;-10664176,5;0;0;0;0;;342986,6;0;342986,6;0;0;0;0;348888,8;0;0;0;397990,6;0;2385736,9;3132616,3;;968646,66;76492492,98;0;0;E;724;16
31/12/2018;P1875;1;499144,51;0;0;0;0;0;0;499144,51;0;;;;0;0;0;9341773,51;84534044,44;;18219,91;84006757,51;0;0;-59872,64;0;0;334344,8;84281229,67;-8579384,5;0;0;0;0;-8579384,5;0;0;0;0;;409445,96;0;409445,96;0;0;72540,42;72540,42;325531,28;0;0;0;0;0;1104374,31;1429905,59;;7437671,72;75192270,93;0;0;E;724;16
31/12/2019;P1875;1;343325,7;0;0;0;0;0;0;343325,7;0;;;;0;0;0;229257,44;75940714,91;;10477,7;85502386,92;0;0;33422,19;0;0;370966,08;85906775,19;-12778130,26;0;0;0;0;-12778130,26;0;0;0;0;;453403,05;0;453403,05;0;0;0;0;452663,44;0;0;0;0;0;1428938,87;1881602,31;;830868,02;75711457,47;0;0;E;724;16
31/12/2020;P1875;1;238021,22;0;0;0;0;0;0;238021,22;0;;;;0;0;0;157036,22;74557345,46;;305,42;85570481,93;0;0;52283,94;0;0;249884,94;85872650,81;-15603355,48;0;0;0;0;-15603355,48;0;0;0;0;;530022,94;0;530022,94;0;0;58570,06;58570,06;604079,95;0;2260,11;0;2852178,11;0;0;3458518,17;;479265,6;74400309,24;0;0;E;724;16
31/12/2021;P1875;1;137932,41;0;0;0;0;0;0;137932,41;0;;;;0;0;0;18962255,01;94153582,23;;2358,52;85132378,93;0;0;-105521,53;0;0;188802,64;85215660,04;6592777,23;0;0;0;0;6592777,23;0;0;0;0;;665777,71;0;665777,71;0;0;50,39;50,39;972987,37;0;3868,4;0;674633,23;0;40266,9;1691755,9;;127851,89;75191327,22;0;0;E;724;16
31/12/2016;P2131;1;577082890,71;0;30382,56;17031422,69;767,67;0;0;560082618,25;22738887,2;;;;889620,9;0;0;91610413,88;357086323,96;;0;184117777,54;0;17074483,87;3143187,99;0;0;748245,7;170934727,36;670829801,45;0;381111,7;0;0;670448689,75;0;-2342024,2;-2342024,2;4132765,06;;3519007,53;0;7651772,59;-184626,3;0;2427527,51;2242901,21;2150528,86;5180114,8;7152361,61;0;11525636,92;0;6992539,36;33001181,55;;35231693,95;241847401,98;0;0;E;724;16
31/12/2017;P2131;1;605190530,18;0;-13772,13;18698853,25;3758,47;0;0;586481663,27;27085802,17;;;;1456910,88;0;0;150745502,56;418227460,95;;0;217630956,75;0;19405298,7;1541309,4;0;0;783114,59;200550082,04;679380768;0;1011867,45;0;0;678368900,55;0;1695905,14;1695905,14;4329084,82;;3719424,35;0;8048509,17;0;0;2280461,71;2280461,71;3436963,54;6511378,12;8259233,22;0;7229570,12;0;69788372,31;95225517,31;;18539748,3;238939245,34;0;0;E;724;16
31/12/2018;P2131;1;621452283,48;0;18777,76;18691671,93;-1022,28;0;0;602778367,03;32125159,25;;;;688674,6;0;36463393,54;43775975,39;361390594,29;;0;255412674,42;0;21301982,32;6885997,58;0;0;904366,45;241901056,13;653795259;0;890707,8;0;0;652904551,2;0;-2900925,66;-2900925,66;5107392,57;;4396002,71;0;9503395,28;3083,55;0;2648851,94;2651935,49;3226132,86;7021641,14;8779812,08;0;429390;0;9814738,18;29271714,26;;30837234,62;248337391,51;0;0;E;724;16
31/12/2019;P2131;1;650907721;0;338,38;22197865,63;2619,7;0;0;628712813,45;37319705,1;;;;590543,76;0;0;62058812,89;367110991,74;;0;260698802,8;0;17381991,82;5441096,35;0;0;1015464,07;249773371,4;660953960,88;0;-2162667,53;0;0;663116628,41;0;1938253,9;1938253,9;5562203,17;;4779575,37;1963737,59;8378040,95;-1287,42;0;2965257,04;2963969,62;4413080,6;8150705,45;9843988,29;2202783,46;900178,02;0;13824362,83;39335098,65;;30318442,26;267141929,99;0;0;E;724;16
31/12/2020;P2131;1;562835351,28;0;1260,88;23122153,23;3349,38;0;0;539717808,31;36289417,32;;;;846741,55;0;0;75905994,14;383809172,64;;0;315058613,25;0;16295232,7;7850210,26;0;-13181,15;1123610,97;307750382,93;497997378,36;0;887676,14;0;0;497109702,22;0;-1190288,08;-1190288,08;5462910,93;;4789070,99;3521795,92;6730186;7928,82;0;2780603,89;2788532,71;6261165,11;8514688,66;10484788,04;0;36225718,41;0;8006245,99;69492606,21;;40845858,96;270767019,63;0;0;E;724;16
31/12/2021;P2131;1;592402222,75;0;-948,02;24564993,75;1881,09;0;0;567838162,07;38492375,5;;;;590543,75;0;14981602,9;99158721,49;432028437,12;;0;310646545,73;0;17935722,89;7417941,24;0;0;2461981,71;302590745,79;544995370,84;0;328408,54;0;0;544666962,3;0;156205,63;156205,63;8948369,76;;2926792,71;3733887,13;8141275,34;0;0;2338067,94;2338067,94;4737560,1;11261277,92;10960521,01;2354305,74;55172532,86;0;12733706,16;97219903,79;;44753438,4;278805193,48;0;0;E;724;16
31/12/2016;P2136;1;1407353,41;0;0;0;0;0;0;1407353,41;798225,45;;;;0;0;0;533107,74;1995951,35;;0;3504521,7;0;0;0;0;0;49180,73;3553702,43;-396609,24;0;0;0;0;-396609,24;0;0;0;0;;180371,66;0;180371,66;0;0;41471,34;41471,34;130129,67;0;328958,85;0;0;0;226863,46;685951,98;;-661583,41;664618,16;0;0;E;724;99
31/12/2017;P2136;1;1390958,48;0;0;0;0;0;0;1390958,48;778598,04;;;;665044,73;0;0;921321,29;3199845,84;;1458,17;2882039,67;0;0;0;0;0;54256,62;2936296,29;173251,2;0;0;0;0;173251,2;0;0;0;0;;196664,84;0;196664,84;0;0;43168,48;43168,48;142982,66;0;320499,59;0;0;0;762323,08;1225805,33;;17076,35;834881,78;0;0;E;724;99
