TRIMESTRE;CLAVE;RAMO;operacion;PT1;PT2;PT3;PT4;PT5;PT6;PT7;PT8;PT9;PT10;PT11;PT12;PT13;PT14;PT15;PT16;PT17;PT18;PT19;PT20;PT21;PT22;PT23;PT24;PT25;PT26;PT27;PT28;PT29;PT30;PT31;PT32;PT33;PT34;PT35;PT36;PT37;PT38;PT39;PT40;PT41;PT42;PT43;PT44;PT45;PT46;PT47;PT48;PT49;PT50;MONEDA;delegacion;TipoDec
31/12/2017;C0732;99;3;50516,94;0;675,5;40363,97;234,76;0;-1966,79;13030,02;0;;;;0;0;0;385,69;4734,21;0;36703,15;0;21873,48;-15498,99;0;-12560,11;167,64;12058,43;0;0;0;0;3500,7;228,69;1879,34;1850,05;;0;0;0;209,37;209,37;6346,54;0;0;0;0;0;117,63;6464,17;-2817,79;4348,52;E;348;16
31/12/2017;C0732;99;3;43933,03;2551,72;586,49;36387,75;204,16;179,61;-1607,4;12674,66;0;;;;0;0;0;375,17;4605,1;0;31919,6;2191,13;20238,05;-13478,99;-321,51;-10909,04;154,14;11135,36;0;0;0;0;3538,29;210,28;1804,54;1944,03;;0;0;0;203,66;203,66;6173,45;0;0;0;0;0;114,42;6287,87;-2291,16;4229,93;E;752;16
31/12/2017;C0732;99;2;22443698,11;7495650,98;-158032,84;11881277,49;-608467,62;524803,52;-168876,37;17985251,03;0;;;;0;0;0;659008,84;3175232,73;61,59;11120513,94;31942542,83;21210591,57;2972046,23;-2791228,84;-1867660,63;266248,52;24167191,74;0;0;0;0;4768794,54;483857,63;631422,01;4621230,16;;-11957,43;0;0;169174,01;157216,58;2685337,13;0;0;0;0;0;185791,54;2871128,67;-10656221,8;2516223,89;E;276;16
31/12/2017;C0732;99;3;97203,74;0;1299,79;77667,59;451,72;0;-3784,45;25072,11;0;;;;0;0;0;742,13;9109,47;0;70623,51;0;42088,54;-29822,86;0;-24167,92;322,57;23202,6;0;0;0;0;6735,98;440,04;3616,19;3559,83;;0;0;0;402,87;402,87;12211,88;0;0;0;0;0;226,34;12438,22;-5421,94;8367,34;E;233;16
31/12/2016;C0737;99;1;29027240,27;0;-32823,18;7803608,84;-1588787,42;0;-232081,5;19834102,33;0;;;;0;0;0;0;397896,85;0;12603341,71;0;3726071,84;2224287,55;0;1085635,74;125091,43;10141013,11;0;0;0;0;6255477,56;2033726,52;2762808,41;5526395,67;;0;0;0;0;0;119806,1;0;0;0;0;0;0;119806,1;4444784,3;397896,85;E;724;16
31/12/2017;C0737;99;1;33934371,2;0;23389,9;10172044,56;-2041735,35;0;-611316,84;22355298,03;0;;;;0;0;0;466,04;493561,15;0;16609871,18;0;4860383,09;-435847,2;0;562011,86;147605,38;10899234,41;0;0;0;0;7418149,44;1935514,77;3235612,52;6118051,69;;0;0;0;0;0;144061,54;0;0;0;0;0;0;144061,54;5687511,54;493095,11;E;724;16
31/12/2018;C0737;99;1;39452100;0;-19160,31;11480496,7;-2220557,92;0;-432788,5;26164673,57;91263,55;;;;0;0;0;0;480486,38;0;19573685,75;0;6071238,9;6162712,88;0;4528216,9;164123,4;15301066,23;0;0;0;0;8630247,77;2194327,34;3545998,67;7278576,44;;0;0;0;0;0;156535,82;0;0;0;0;0;0;156535,82;3908981,46;389222,83;E;724;16
31/12/2019;C0737;99;1;43605081,79;0;9661,89;12699269,54;-2156396,68;0;-592350,94;29351428,4;0;;;;0;0;0;0;472215,81;0;20889745,45;0;6731063,68;-1759661,13;0;-1878078,63;170417,61;14447516,88;0;0;0;0;9479416,21;2508820,16;4030761,33;7957475,04;;0;0;0;0;0;144706,4;0;0;0;0;0;0;144706,4;7273945,89;472215,81;E;724;16
31/12/2020;C0737;99;1;45274325,56;0;-11700,6;13177296,63;-1320151,36;0;-576793,06;31341970,03;0;;;;0;0;0;9255,6;458048,81;0;25696640,75;0;9484879,14;6947663,3;0;5396993,35;293789,39;18056220,95;0;0;0;0;10855104,03;3838264,23;3498137,79;11195230,47;;0;0;0;0;0;146097,67;0;0;0;0;0;0;146097,67;2402469,75;448793,21;E;724;16
31/12/2021;C0737;99;1;49095767,73;0;-7106,21;13487609,42;-1996125,32;0;-401752,38;34006679,16;0;;;;0;0;0;130461,55;626676,79;0;30017224,4;0;10688930,92;-817868,85;0;-2127849,49;358329,7;20996603,82;0;0;0;0;12820504,5;4675813,97;4097260,24;13399058,23;;0;0;0;0;0;183733,44;0;0;0;0;0;0;183733,44;53960,46;496215,24;E;724;16
31/12/2018;C0754;99;1;38249,01;0;-196,47;30599,23;-23561,61;0;-18849,55;2741,25;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3688,17;0;4700,14;-1011,97;;0;0;0;0;0;0;0;0;0;0;0;0;0;3753,22;0;E;724;16
31/12/2019;C0754;99;1;337948,2;0;-2061,04;271684,52;-224879,84;0;-179904,22;19227,02;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;9200,76;9200,76;0;0;0;0;137519,84;12194,23;150588,39;-874,32;;0;0;0;23570,94;23570,94;1887,13;0;8,33;0;0;0;0;1895,46;-14565,82;0;E;724;16
31/12/2020;C0754;99;1;598866,8;0;-2382,86;481778,78;-111933,44;0;-89544,93;92316,65;0;;;;0;0;0;0;0;0;0;0;0;123124,25;0;80000;9405,69;52529,94;0;0;0;0;355322,37;26050,46;344724,71;36648,12;;0;0;0;74290,13;74290,13;4455,19;0;31,38;0;0;0;0;4486,57;-75638,11;0;E;724;16
31/12/2021;C0754;99;1;812592,64;0;-1231,79;652544,56;-131553,03;0;-105240,79;132504,05;0;;;;0;0;0;0;0;0;102100,02;0;81680;-105828,98;0;-80000;12866,83;7457,87;0;0;0;0;341630,04;19693,5;379555,98;-18232,44;;0;0;0;63015,68;63015,68;3927,41;0;53,11;0;0;0;0;3980,52;76282,42;0;E;724;16
31/12/2016;C0758;99;1;193633546,6;44492606,05;-80421,74;3103539,46;0;0;0;234942191,45;0;;;;0;0;0;825372,92;1471042,51;13411412,09;149647061,11;43718284,78;101038,51;3777513,77;1356923,08;0;7037248,64;205435992,87;4714553,79;0;0;0;8922146,05;7404465,18;243830,05;16082781,18;;0;0;0;2457314,36;2457314,36;377981,02;0;0;0;201512,89;0;347574,23;927068,14;20206935,71;645669,59;E;724;16
31/12/2017;C0758;99;1;198466478,71;41128682,53;-43827,47;3844758,45;0;0;0;235706575,32;0;;;;0;0;0;1211522,75;1723930,05;11616826,89;154844152,45;39979686,85;107956,48;2319168,73;1707335,75;0;8188410,71;206930798,01;-743330,8;0;0;0;10446176,85;6418380,79;267696,8;16596860,84;;0;0;0;2566619,52;2566619,52;345613,45;0;0;0;122076,35;0;484637,05;952326,85;22744057,84;512407,3;E;724;16
31/12/2018;C0758;99;1;201291052,33;42857630,83;-1120420,82;4111048,29;0;0;0;238917214,05;0;;;;0;47023,11;0;781415,08;1382984,96;11767291,75;150694657,62;44227850,44;81763,44;1424673,05;-534833,34;0;9264017,14;204994601,47;-247798,33;0;0;0;12049152,31;7024139,9;308369,37;18764922,84;;0;0;0;2931638,46;2931638,46;383198,23;0;0;0;174314,57;0;254010,85;811523,65;24812602,67;554546,77;E;724;16
31/12/2019;C0758;99;1;203272417,47;43813702,02;-200782,96;4376763,91;-27229,36;0;0;242481343,26;0;;;;0;21185,01;0;1282526,75;1838454,59;11906246,85;152526560,27;42369858,56;113517,3;56115,27;1032936,5;0;11191394,61;207063347,91;-305677,86;0;0;0;13274870,64;7982299,01;296627,65;20960542;;0;0;0;2882349,43;2882349,43;455071,87;0;0;0;3349,96;0;500384,68;958806,51;24666676,71;534742,83;E;724;16
31/12/2020;C0758;99;1;206333461,34;45183269,09;-243392,45;4692960,85;8023,52;0;0;246588400,65;0;;;;0;0;0;700591,69;1841111,51;9512918,72;142179456,52;39812466,39;157088,82;5723867,22;821582,3;0;11540263,69;199920547,3;182534,87;0;0;0;13523249,94;8425112,57;306148,32;21642214,19;;0;0;0;2342033,58;2342033,58;485275,67;178,76;0;0;3331224,4;0;443785,26;4260464,09;29594636,85;1140519,82;E;724;16
31/12/2021;C0758;99;1;208258474,48;46402900,36;191267,32;4637041,1;-265,08;0;0;250215335,98;0;;;;0;16579,24;0;810161,61;1828752,24;10386719,25;155892774,31;46089000,98;105294,06;-3095180,06;-120797,7;0;8265281,47;206925784,94;350088,89;0;0;0;15951488,04;8864124,24;279807,27;24535805,01;;1,14;0;0;2881305,78;2881306,92;511187,47;570;0;0;180835,36;0;590159,13;1282751,96;26455069,75;1002011,39;E;724;16
31/12/2016;C0761;99;1;31373406,19;0;1591,32;475781,71;4966052,54;0;776,57;35864491,77;0;;;;0;0;0;0;1018427,69;0;18396117,22;0;43523,45;-180541,69;0;-103909,91;2172062,27;20448024,26;0;0;0;0;6833757,43;723868,66;213,56;7557412,53;;-12850,94;0;0;1029894,7;1017043,76;862098,22;0;0;0;0;0;0;862098,22;6998340,69;1018427,69;E;724;16
31/12/2016;C0767;99;1;101167032,88;0;-227157,18;14510918,72;-12566854,06;0;-3155920,83;77018023,75;0;;;;0;0;0;0;2782455,38;0;34793267,42;0;2862962,34;1414708,73;0;499053,02;3526458,66;36372419,45;0;0;0;0;14956078,83;14904611,05;730717,77;29129972,11;;0;0;-160486,54;2300866,85;2140380,31;0;31176,64;0;0;0;0;0;31176,64;12126530,62;2782455,38;E;724;16
31/12/2017;C0767;99;1;106879176,92;0;-38215,95;5765076,83;-10380663,07;0;2859947,01;87835274,06;0;;;;0;0;0;0;2764022,6;0;41718533,49;0;1918917,01;4084596,94;0;1272169,96;6344169,32;48956212,78;0;0;-1639632,35;-1639632,35;26944499;5171207,38;2886,45;32112819,93;;0;0;-298524,91;2326677,62;2028152,71;0;2019020,64;0;0;0;0;0;2019020,64;7122722,95;2764022,6;E;724;16
31/12/2018;C0767;99;1;116258055,52;0;-112718,62;684069,76;-8992027,09;0;3315415,04;103153825,01;0;;;;0;0;0;0;2714603,96;6810,4;43446788,42;0;1831071,7;4078713,78;0;32191,4;9021218,58;54683457,68;0;0;0;0;30795864,37;4734990,63;31681,38;35499173,62;;0;0;-173512,86;4381325,62;4207812,76;1804303,34;60848,37;0;0;0;0;49623,27;1914774,98;9570020,33;2714603,96;E;724;16
31/12/2019;C0767;99;1;127109064,08;0;282380,63;1057915,6;-8279768,9;0;2752391,16;115301369,05;0;;;;0;0;0;0;1989412,03;49515,37;46814187,85;0;3685042,99;1087604,92;0;1945318,04;8066744,57;50338176,31;0;0;0;0;37688412,75;7878094,28;0;45566507,03;;0;0;-144859,54;2301672,29;2156812,75;1301732,49;0;0;0;0;0;1420,8;1303153,29;17975647,07;1989412,03;E;724;16
31/12/2020;C0767;99;1;137515030,06;0;-251591,27;2692894,22;-3718870,26;0;1671260,94;129180413,37;0;;;;0;0;0;0;2170603,61;748386,31;60406543,04;0;9111946,16;972458,7;0;-3586961,18;4139185,97;59993202,73;0;0;0;0;36392994,67;12450974,12;0;48843968,79;;0;0;-366018,49;4899949,76;4533931,27;1147260,94;0;0;0;0;0;433989,65;1581250,59;17147049,91;2170603,61;E;724;16
31/12/2021;C0767;99;1;161847306,05;0;-50662,64;3318952,92;-7113544,08;0;626611,65;150737534,76;0;;;;0;0;0;0;2103844,26;467428,61;65101932,74;0;1496192,08;2245041,04;0;588062,57;4596103,63;69858822,76;0;0;0;0;41023532,32;8439619,36;0;49463151,68;;0;0;-1093252,01;11445854,82;10352602,81;1206901,43;0;0;0;0;0;9816,66;1216718,09;22417512,29;2103844,26;E;724;16
31/12/2017;C0769;99;1;153967,55;0;0;31796,66;-127164,29;0;-26211,29;21217,89;0;;;;0;0;0;0;0;0;0;0;0;5850,18;0;1207,33;59,86;4702,71;0;0;0;0;14187,2;996,12;3666,47;11516,85;;0;0;0;657,44;657,44;4,88;0;0;0;0;0;0;4,88;4336,01;0;E;724;16
31/12/2018;C0769;99;1;285696,45;0;-74,75;63540,01;-47340,89;0;-13025,96;187766,76;0;;;;0;0;0;0;0;0;25000;0;12765,27;50004,18;0;10049,04;1285,83;53475,7;0;0;0;0;121701,13;12660,01;26652,5;107708,64;;0;0;0;11125,34;11125,34;1021,86;0;0;0;0;0;0;1021,86;14435,22;0;E;724;16
31/12/2019;C0769;99;1;194288,76;0;74,75;38213,03;72888,13;0;15818;213220,61;0;;;;0;0;0;0;4391,51;0;0;0;0;8987,47;0;1687,39;0;7300,08;0;0;0;0;115596,11;17933,24;44627,13;88902,22;;0;0;0;16047,46;16047,46;7121,86;0;0;0;0;0;0;7121,86;98240,5;4391,51;E;724;16
31/12/2017;C0770;99;1;99744,61;0;0;20587,35;-81718,56;0;-16843,36;14282,06;0;;;;0;0;0;0;0;0;0;0;0;2594,98;0;535,83;12,24;2071,39;0;0;0;0;10997,39;805,89;2482,43;9320,85;;0;0;0;711,12;711,12;0;0;0;0;0;0;0;0;2178,7;0;E;724;16
31/12/2018;C0770;99;1;193973,43;0;-8,48;42544,06;-37838,28;0;-9307,43;122890,04;0;;;;0;0;0;0;0;0;0;0;184,39;9459,11;0;1988,76;154,12;7440,08;0;0;0;0;89386,69;9324,26;22431,7;76279,25;;0;0;0;9697,52;9697,52;170,83;0;0;0;0;0;0;170,83;29302,36;0;E;724;16
31/12/2019;C0770;99;1;151788,96;0;8,48;30487,17;41999,4;0;8655,41;154654,26;0;;;;0;0;0;0;1431,51;0;0;0;0;99874,66;0;42964,58;136,72;57046,8;0;0;0;0;107148,43;14007,02;240,45;120915;;0;0;0;13091,29;13091,29;1682,33;0;0;0;0;0;0;1682,33;-36649,65;1431,51;E;724;16
31/12/2016;C0771;99;1;21738655,5;8966622,5;105567,16;4722628,4;92469,89;-21653,23;-49270,01;26208303,43;0;;;;0;0;0;52195,23;75491,44;5284,61;6278437,36;3574710,53;4127408,8;-19492,09;365287,09;-155025;977797,27;7204356,36;0;0;0;0;13178957,29;4338171,03;48493,4;17468634,92;;0;0;0;113545,32;113545,32;369029,77;0;851,56;0;0;0;86979,61;456860,94;1045681,94;23296,21;E;724;16
31/12/2017;C0771;99;1;23444224,74;9213819,89;79252,7;5406552,24;-360361,84;-115704,58;-15667,1;26870345,77;0;;;;0;0;0;25143,69;39406,75;0;5587795,71;3043043,36;3232932,05;792555,36;438053,69;742250,34;861746,71;6748012,44;0;0;0;0;14009929,91;4413999,53;-11806,83;18435736,27;;75293,13;0;0;182000,3;257293,43;394093,16;0;0;0;0;0;22546,12;416639,28;1052071,1;14263,06;E;724;16
31/12/2018;C0771;99;1;25694357,6;9563327,08;5630,88;3820176,61;-408751,89;-197406,9;-35016,61;30871996,77;0;;;;0;0;0;13693,38;20659,54;5670,87;6282435,22;3804332,5;3763397,61;339547,78;480202,73;167392;1029103,51;8004832,13;0;0;0;0;15569485,92;5569862,5;81057,49;21058290,93;;0;0;0;280820,72;280820,72;281542,76;0;0;0;0;0;49679,48;331222,24;1223161,16;6966,16;E;724;16
31/12/2019;C0771;99;1;27616982,91;9865095,51;18873,04;4217441,2;-396008,78;-72254,14;-107921,57;32923168,91;0;;;;0;0;0;14525,58;80814,57;0;7031147,51;4754961,67;4155349,01;-139278,18;-212497,99;63748,94;747996,44;7963231,5;0;0;0;0;18171351,77;5108607,82;3001,62;23276957,97;;0;0;0;519004,18;519004,18;78038,11;0;0;0;0;0;31106,4;109144,51;1135645,32;66288,99;E;724;16
31/12/2020;C0771;99;1;13750100,08;7079768,23;-1787,57;1070050,61;1824710,52;46395,42;219301,98;21409834,09;0;;;;0;0;0;11769,24;45005,2;0;3931735,02;4460926,96;1631817,69;-1205604,47;44494,02;-1338525,74;842234,08;7780493,66;0;0;10051,63;10051,63;9335684,57;3373153,4;2502,25;12706335,72;;0;0;0;363349,13;363349,13;112951,77;0;0;0;0;0;28350,08;141301,85;453307,3;33235,96;E;724;16
31/12/2021;C0771;99;1;15244702,54;6416796,87;-6831,07;1369086,61;-86642,65;-103323,68;65311,25;20030304,15;0;;;;0;0;0;0;60134,65;0;2613831,06;4995221,13;500929,89;-248018,04;-81575,01;-475117,54;789553,8;8043200,59;0;0;-13790,79;-13790,79;7932487,21;3106816,8;2343,72;11036960,29;;0;0;0;210516,32;210516,32;191597,36;0;0;0;0;0;0;191597,36;621955,03;60134,65;E;724;16
31/12/2016;C0772;99;1;7819179,88;0;0;1436632,07;171495,36;0;154350,85;6399692,32;0;;;;0;0;0;0;127417,26;0;3764485,62;0;869431,82;-108483,8;0;-139533,54;109602,35;3035705,89;-1600;0;0;0;1712709,34;213291,7;573561,61;1352439,43;;0;0;0;0;0;24298,02;1072,2;0;0;0;0;0;25370,22;2115194,04;127417,26;E;724;16
31/12/2017;C0772;99;1;7463352,92;0;0;1326357,98;134912,38;0;121424,38;6150482,94;0;;;;0;0;0;0;83443,99;0;3362487,89;0;520168,22;-286028,21;0;-58365,72;108872,95;2723530,13;700;0;0;0;1639972,21;212323,25;508831,22;1343464,24;;0;0;0;0;0;18500,81;1197,43;0;0;0;0;0;19698,24;2146534,32;83443,99;E;724;16
31/12/2016;C0775;99;1;18065549,03;3088190,45;1532,54;2711775,74;0;0;0;18443496,28;0;;;;0;0;0;0;20273,4;0;16265281,83;989985,63;1774910,07;766640,6;2000;779328,41;938171,9;16407841,48;0;0;0;0;3277656,02;1026910,81;691822,75;3612744,08;;0;0;0;236538,1;236538,1;12582,19;0;0;0;0;0;0;12582,19;-1805936,17;20273,4;E;724;16
31/12/2017;C0775;99;1;17090374,14;3388945,05;177,38;6571448,25;0;0;0;13908048,32;0;;;;0;0;0;0;8270,63;3485,75;13299071,5;1246943,36;6002752,95;268388,09;144131,52;-779328,41;738981,04;10474090,97;0;0;0;0;2759510,45;575194,52;746058,36;2588646,61;;0;0;0;168530,63;168530,63;7708,87;0;0;0;0;0;4305,73;12014,6;676521,89;8270,63;E;724;16
31/12/2018;C0775;99;1;16095259,78;1689175,91;-728,47;1793731,1;0;0;0;15989976,12;0;;;;0;0;0;12570,8;14406,68;2891,09;10749325,15;764729,35;705918,77;1938663,48;-145131,52;0;748323,06;13349990,75;0;0;0;0;1500543,11;579122,18;361104,03;1718561,26;;0;0;0;144051,04;144051,04;442,24;5196,94;0;0;0;7380,46;0;13019,64;781651,2;1835,88;E;724;16
31/12/2016;C0778;99;1;17385422,78;0;13675,7;216228,53;502490,92;0;23906,02;17661454,85;0;;;;0;0;0;2919938,82;4052677,38;0,53;2271714,34;0;0;-1219332,34;0;5500;630603,2;1677485,2;0;0;0;0;7658809,17;958396,41;6691,24;8610514,34;;117,8;0;0;823396,6;823514,4;473802;-66,7;0;0;0;0;235550,98;709286,28;9893332,54;1132738,56;E;724;16
31/12/2017;C0778;99;1;16015818,03;0;67235,12;238111,28;727378,64;0;16571,1;16555749,41;0;;;;13774,72;0;0;347498,74;1269653,77;0;2142607,94;0;2257;-3681261,54;0;-125912,67;361210,54;-1053787,39;0;0;0;0;5138393,76;499188,27;39239,55;5598342,48;;654,9;0;0;711669,74;712324,64;566043,12;-49,47;0;0;0;0;23360,29;589353,94;11979169,51;908380,31;E;724;16
31/12/2018;C0778;99;1;14499806,93;0;4644,69;453603,31;336809,91;0;-130767,54;14518425,76;0;;;;28484,67;0;0;188584,93;1080201,91;16,13;2325298,26;0;4308,59;-2189087,42;0;50406,18;226149,69;307645,76;0;0;0;0;4336601,99;403527,63;58620,39;4681509,23;;-463,97;0;0;514469,19;514005,22;474075,23;-27,88;0;0;0;0;52655,36;526702,71;9568780,88;863132,31;E;724;16
31/12/2019;C0778;99;1;15189316,41;0;-36032,76;549634,05;-531668,82;0;37834,62;14034146,16;0;;;;13370,62;0;0;531803,46;1348946,47;0;1179668,95;0;14365,16;1562783,78;0;27811,3;228757,73;2929034;0;0;0;0;4316067,4;432084,67;57674,2;4690477,87;;252,55;0;0;494445,04;494697,59;286902,75;-27,46;0;0;0;0;259395,46;546270,75;6722612,42;803772,39;E;724;16
31/12/2020;C0778;99;1;13485901,29;0;-43837,45;558838,17;1556395;0;20910,99;14418709,68;0;;;;2553,15;0;0;4302576;5111436,47;0;1715701,63;0;114584,28;-1437303,47;0;-42291,29;163926,92;370032,09;0;0;0;0;4086552,37;364407,95;59310,63;4391649,69;;3368,52;0;0;549260,74;552629,26;130045,78;-29,52;0;0;0;0;300792,36;430808,62;13785026,49;806307,32;E;724;16
31/12/2021;C0778;99;1;12740353,48;0;-8713,03;587632,48;1210407,13;0;-10906,21;13365321,31;0;;;;8086,23;0;0;225109,09;1070246,04;65,28;1396678,11;0;76841,59;-1259205,26;0;31269;158448,6;187810,86;0;0;0;0;3454784,59;287209,36;69099,65;3672894,3;;1985,84;0;0;600420,64;602406,48;553179,92;-35,61;0;0;0;0;73445,26;626589,57;9345931,42;837050,72;E;724;16
31/12/2016;C0780;99;1;49796899,36;0;-15455,22;8720590,77;-155064,1;0;-182159,39;41087948,66;0;;;;0;0;0;0;447583,97;396975,23;19971802,31;0;2735276,84;4944743,53;0;946093,97;1167552,06;22402727,09;1290897,65;0;0;0;15332846,31;1251204,36;2979269,02;13604781,65;;0;0;0;40742,33;40742,33;49673,31;0;0;0;0;0;0;49673,31;4543685,83;447583,97;E;724;16
31/12/2017;C0780;99;1;54376568,46;0;-865,25;9981892,24;-687652,07;0;-315769,7;44021928,6;0;;;;0;0;0;0;449133,03;291848,14;27627325,06;0;4301325,71;-429951,1;0;982095,81;1247739,04;23161691,48;1693660,13;0;0;0;18138089,24;1348653,11;3805210,02;15681532,33;;0;0;0;43989,6;43989,6;52383,61;0;0;0;0;0;0;52383,61;4129652,62;449133,03;E;724;16
31/12/2018;C0780;99;1;63971414,89;0;-8183,96;13042697,88;-2177976,74;0;-754738,95;49497295,26;0;;;;0;0;0;0;485808,36;315136,98;31321081,24;0;4656020,64;2155227,63;0;843201,71;1361619,75;29338706,27;1210967,52;0;0;0;18661114,86;1505881,79;4511675,64;15655321,01;;0;0;0;47675,08;47675,08;52616,83;0;0;0;0;0;0;52616,83;3992953,89;485808,36;E;724;16
31/12/2019;C0780;99;1;81837089,06;0;11863,88;17095851,99;-8901317,71;0;-1783021,77;57634805,01;0;;;;0;0;0;28073,3;651671,69;324081,67;36241872,75;0;6132152,3;3741600,43;0;1984530,44;1520138,92;33386929,36;1818675,87;0;0;0;21996620,58;1634144,11;6558438,05;17072326,64;;0;0;0;49025,12;49025,12;60320,23;0;23,49;0;0;0;474,2;60817,92;6222783,46;623598,39;E;724;16
31/12/2020;C0780;99;1;81241754,03;0;19871,98;18948391;-2845769,7;0;-1820055,5;61287520,81;0;;;;0;0;0;94859,44;695620,32;340578;41459900,05;0;8789516,31;4374378,14;0;1823478,96;1710187,99;36931470,91;1157004,85;0;0;0;23113305,26;1679422,89;6800267,76;17992460,39;;0;0;0;54254,23;54254,23;83267,88;0;45,34;0;0;0;0;83313,22;6105215,53;600760,88;E;724;16
31/12/2021;C0780;99;1;94064637,36;0;5560,98;26096270,92;-10209790,76;0;-7406055,69;65170192,35;0;;;;0;0;0;0;687265,91;291796,01;45217705,58;0;7329681,73;-2256410,49;0;-3414,57;1621156,11;37256184,04;2391085,56;0;0;0;25282174,37;1732798,8;7725323,93;19289649,24;;0;0;0;53323,75;53323,75;100751,33;0;78,26;0;0;0;0;100829,59;7058182,09;687265,91;E;724;16
31/12/2016;C0781;99;1;113498250,17;0;-177258,31;6554454,64;-12711161,63;0;0;94055375,59;0;;;;0;26561,71;0;1706016,92;1732675,75;38577,06;69538430,83;0;3639106,99;12263228,02;0;865011,16;2636831,87;79934372,57;0;0;0;0;10407449,48;3086360,04;7116,23;13486693,29;;0;0;442389,11;60363,5;502752,61;21458,69;0;0;0;0;0;1667670,33;1689129,02;213680,91;97,12;E;724;16
31/12/2017;C0781;99;1;131130659,22;0;-458162,7;5709883,08;-5536613,04;0;0;119426000,4;0;;;;0;0;0;1376688,95;1376804,56;42410,81;87489173,2;0;404480,42;16260210,94;0;3536337,97;2748576,93;102557142,68;0;0;300000;300000;12567216,45;3706546,6;12466,45;16261296,6;;0;0;-2004435,2;77380,28;-1927054,92;27313,21;0;0;0;0;0;261551,64;288864,85;3364966,56;115,61;E;724;16
31/12/2016;C0785;99;1;79597692,3;0;17935,55;39516274,67;5715344,83;0;334695,52;45480002,49;0;;;;0;0;0;2187320,5;6585569,96;359595,47;74198935,27;0;40625004,52;5499359,72;0;478782,05;9292929,29;47887437,71;0;0;0;0;20532079,75;2218436,88;12947621,23;9802895,4;;151682;0;-2741499,86;2584163,03;-5654,83;1756338,91;4668,99;0;0;0;0;767618,71;2528626,61;-7788136,97;4398249,46;E;724;16
31/12/2017;C0785;99;1;74806309,57;0;-8057,26;37237806,8;7027477,25;0;381021,17;44206901,59;178929,3;;;;0;0;0;1754176,93;5341761,4;490277,68;70304640,87;0;33169450,6;-8442644,78;0;732091,45;3476904,75;31437358,79;0;0;0;0;21388353,26;1277241,73;8116495,05;14549099,94;;650;0;-4469776,99;2239079,47;-2230047,52;1245923,36;113845,19;57999,66;291791,67;0;0;680414,54;2389974,42;3892555,04;3408655,17;E;724;16
31/12/2018;C0785;99;1;73765186,82;0;20445,79;36210805,86;3881818,02;0;43533,67;41413111,1;432040,8;;;;90523,72;0;0;3052991,71;6654469,97;422071,59;66179117,55;0;32757058,08;-3879396,25;0;983546,43;3008145,81;31567262,6;0;0;0;0;20174556,05;1042341,9;8956791,01;12260106,94;;-650;-2545850,39;982727,73;1320530,24;-243242,42;1054437,3;131001,9;60246,08;0;0;203944,77;444371,17;1894001,22;3011524,32;3078913,74;E;724;16
31/12/2019;C0785;99;1;79302131,9;0;169107,75;52182118,85;-758834;0;-14960653,66;41490940,46;434639,12;;;;187620,31;0;0;3502724,7;6643497,52;511601,32;66383395,42;0;21954133,35;-5670073,05;0;10452629,79;3016653,63;31323212,86;0;0;0;0;24200684,3;1037296,25;9241594,71;15996385,84;;5747,5;0;-3062375,19;2920815,78;-135811,91;1028143,1;156722,8;60246,08;0;0;0;1065391,68;2310503,66;-848251,15;2518513,39;E;724;16
31/12/2020;C0785;99;1;84419231,38;0;-93247,25;40214609,95;707476,78;0;-1208085,29;46026936,25;433614,88;;;;13647,64;0;0;2974543,19;5103565,25;519546,26;54260805,36;0;28087409,27;-5019695,78;0;3404610,41;2895456,19;20644546,09;0;0;0;0;24631261,99;1076389,94;11462646,48;14245005,45;;0;0;-2073403,63;2938903,23;865499,6;587736,96;156399,49;80794,1;0;0;0;2186742,4;3011672,95;12883323,67;1681759,54;E;724;16
31/12/2021;C0785;99;1;90031157,54;0;55502,33;43102572,45;-4410303,92;0;-1296714,06;43870497,56;434007,53;;;;0;0;0;1702004,9;3829028,48;645374,51;62990897,06;0;32604646,85;4357338,53;0;-4420971,8;3011759,98;42176320,52;0;0;0;0;28178655,59;1210874,95;19051562,49;10337968,05;;-5747,5;0;-2458879,76;3402405,72;937778,46;618519,63;94164,69;80794,1;0;0;0;701845,7;1495324,12;-6602490,6;1693016,05;E;724;16
31/12/2016;C0786;99;1;52253282,19;0;74,62;23863810,23;-2483143,71;0;-958573,33;26864976,2;0;;;;0;0;0;933667,49;933721,94;150535,92;26944466,99;0;12046709,5;1220255,81;0;710637,51;4951208,24;20358584,03;0;0;0;0;7950352,74;872097,14;7385548;1436901,88;;0;0;0;239947,88;239947,88;13030,17;0;0;0;0;0;750374,12;763404,29;5150395,98;54,45;E;724;16
31/12/2017;C0786;99;1;58454488,89;0;1155,94;27034033,94;-3505430,87;0;-1702655,05;29618835,07;0;;;;0;0;0;531115,76;531115,76;192763,12;31116579,7;0;15053297,43;2049924,69;0;1264362,01;5372311,48;22221156,43;0;0;0;0;9415791,16;933862,43;8199498;2150155,59;;0;0;0;216361,52;216361,52;10459,73;0;0;0;0;0;165735,67;176195,4;5578845,01;0;E;724;16
